ruta_imagen1,ruta_imagen2,ruta_imagen3,theta_i
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.884955592153876, 2.0, 37.02162546247206, 157.71371409150137, 10.5788193069216].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.884955592153876, 2.0, 37.02162546247206, 157.71371409150137, 10.5788193069216].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.884955592153876, 2.0, 37.02162546247206, 157.71371409150137, 10.5788193069216].png","[9.42477796076938, -1.884955592153876, 2.0, 37.02162546247206, 157.71371409150137, 10.5788193069216]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.884955592153876, 2.0943951023931953, 77.91136973258263, 26.030901473225292, 71.77189803178156].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.884955592153876, 2.0943951023931953, 77.91136973258263, 26.030901473225292, 71.77189803178156].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.884955592153876, 2.0943951023931953, 77.91136973258263, 26.030901473225292, 71.77189803178156].png","[9.42477796076938, -1.884955592153876, 2.0943951023931953, 77.91136973258263, 26.030901473225292, 71.77189803178156]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.884955592153876, 1.832595714594046, 14.282094414655713, 29.772352537903387, 105.78864406132918].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.884955592153876, 1.832595714594046, 14.282094414655713, 29.772352537903387, 105.78864406132918].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.884955592153876, 1.832595714594046, 14.282094414655713, 29.772352537903387, 105.78864406132918].png","[9.42477796076938, -1.884955592153876, 1.832595714594046, 14.282094414655713, 29.772352537903387, 105.78864406132918]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.884955592153876, 1.5707963267948966, 85.8238063724576, 43.92490337017009, 116.23354836945978].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.884955592153876, 1.5707963267948966, 85.8238063724576, 43.92490337017009, 116.23354836945978].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.884955592153876, 1.5707963267948966, 85.8238063724576, 43.92490337017009, 116.23354836945978].png","[9.42477796076938, -1.884955592153876, 1.5707963267948966, 85.8238063724576, 43.92490337017009, 116.23354836945978]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.884955592153876, 1.308996938995747, 98.41889343219596, 38.23385782444825, 151.96093857658903].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.884955592153876, 1.308996938995747, 98.41889343219596, 38.23385782444825, 151.96093857658903].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.884955592153876, 1.308996938995747, 98.41889343219596, 38.23385782444825, 151.96093857658903].png","[9.42477796076938, -1.884955592153876, 1.308996938995747, 98.41889343219596, 38.23385782444825, 151.96093857658903]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.6755160819145565, -2.0, 94.69616875210224, 45.81452142164006, 120.99465835297754].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.6755160819145565, -2.0, 94.69616875210224, 45.81452142164006, 120.99465835297754].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.6755160819145565, -2.0, 94.69616875210224, 45.81452142164006, 120.99465835297754].png","[9.42477796076938, -1.6755160819145565, -2.0, 94.69616875210224, 45.81452142164006, 120.99465835297754]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.6755160819145565, -2.0943951023931953, 121.0225907446767, 35.79338689940749, 40.00021391487873].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.6755160819145565, -2.0943951023931953, 121.0225907446767, 35.79338689940749, 40.00021391487873].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.6755160819145565, -2.0943951023931953, 121.0225907446767, 35.79338689940749, 40.00021391487873].png","[9.42477796076938, -1.6755160819145565, -2.0943951023931953, 121.0225907446767, 35.79338689940749, 40.00021391487873]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.6755160819145565, -1.832595714594046, 147.93556037014957, 140.10671972032563, 121.00204309015321].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.6755160819145565, -1.832595714594046, 147.93556037014957, 140.10671972032563, 121.00204309015321].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.6755160819145565, -1.832595714594046, 147.93556037014957, 140.10671972032563, 121.00204309015321].png","[9.42477796076938, -1.6755160819145565, -1.832595714594046, 147.93556037014957, 140.10671972032563, 121.00204309015321]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.6755160819145565, -1.5707963267948966, 54.1264901783279, 165.83102130582938, 133.56598168743395].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.6755160819145565, -1.5707963267948966, 54.1264901783279, 165.83102130582938, 133.56598168743395].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.6755160819145565, -1.5707963267948966, 54.1264901783279, 165.83102130582938, 133.56598168743395].png","[9.42477796076938, -1.6755160819145565, -1.5707963267948966, 54.1264901783279, 165.83102130582938, 133.56598168743395]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.6755160819145565, -1.308996938995747, 127.82732513142354, 34.575448255761415, 86.02090464526295].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.6755160819145565, -1.308996938995747, 127.82732513142354, 34.575448255761415, 86.02090464526295].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.6755160819145565, -1.308996938995747, 127.82732513142354, 34.575448255761415, 86.02090464526295].png","[9.42477796076938, -1.6755160819145565, -1.308996938995747, 127.82732513142354, 34.575448255761415, 86.02090464526295]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.6755160819145565, 2.0, 138.72883469374398, 110.23149946439062, 149.96862052193413].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.6755160819145565, 2.0, 138.72883469374398, 110.23149946439062, 149.96862052193413].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.6755160819145565, 2.0, 138.72883469374398, 110.23149946439062, 149.96862052193413].png","[9.42477796076938, -1.6755160819145565, 2.0, 138.72883469374398, 110.23149946439062, 149.96862052193413]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.6755160819145565, 2.0943951023931953, 147.4015572350459, 13.004304738750633, 76.77281304926841].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.6755160819145565, 2.0943951023931953, 147.4015572350459, 13.004304738750633, 76.77281304926841].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.6755160819145565, 2.0943951023931953, 147.4015572350459, 13.004304738750633, 76.77281304926841].png","[9.42477796076938, -1.6755160819145565, 2.0943951023931953, 147.4015572350459, 13.004304738750633, 76.77281304926841]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.6755160819145565, 1.832595714594046, 160.1620895525083, 77.20132038224423, 90.47369885712394].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.6755160819145565, 1.832595714594046, 160.1620895525083, 77.20132038224423, 90.47369885712394].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.6755160819145565, 1.832595714594046, 160.1620895525083, 77.20132038224423, 90.47369885712394].png","[9.42477796076938, -1.6755160819145565, 1.832595714594046, 160.1620895525083, 77.20132038224423, 90.47369885712394]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.6755160819145565, 1.5707963267948966, 29.083547584438453, 36.976326962974404, 160.01911193620992].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.6755160819145565, 1.5707963267948966, 29.083547584438453, 36.976326962974404, 160.01911193620992].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.6755160819145565, 1.5707963267948966, 29.083547584438453, 36.976326962974404, 160.01911193620992].png","[9.42477796076938, -1.6755160819145565, 1.5707963267948966, 29.083547584438453, 36.976326962974404, 160.01911193620992]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.6755160819145565, 1.308996938995747, 105.68071375513057, 139.97863842004037, 108.17157079614869].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.6755160819145565, 1.308996938995747, 105.68071375513057, 139.97863842004037, 108.17157079614869].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.6755160819145565, 1.308996938995747, 105.68071375513057, 139.97863842004037, 108.17157079614869].png","[9.42477796076938, -1.6755160819145565, 1.308996938995747, 105.68071375513057, 139.97863842004037, 108.17157079614869]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.4660765716752369, -2.0, 127.91489988138338, 123.3082482901231, 68.6991209182389].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.4660765716752369, -2.0, 127.91489988138338, 123.3082482901231, 68.6991209182389].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.4660765716752369, -2.0, 127.91489988138338, 123.3082482901231, 68.6991209182389].png","[9.42477796076938, -1.4660765716752369, -2.0, 127.91489988138338, 123.3082482901231, 68.6991209182389]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.4660765716752369, -2.0943951023931953, 129.27699509284616, 129.50822305206367, 54.939372661097885].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.4660765716752369, -2.0943951023931953, 129.27699509284616, 129.50822305206367, 54.939372661097885].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.4660765716752369, -2.0943951023931953, 129.27699509284616, 129.50822305206367, 54.939372661097885].png","[9.42477796076938, -1.4660765716752369, -2.0943951023931953, 129.27699509284616, 129.50822305206367, 54.939372661097885]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.4660765716752369, -1.832595714594046, 139.63871481428052, 35.616140593661626, 108.9896546055593].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.4660765716752369, -1.832595714594046, 139.63871481428052, 35.616140593661626, 108.9896546055593].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.4660765716752369, -1.832595714594046, 139.63871481428052, 35.616140593661626, 108.9896546055593].png","[9.42477796076938, -1.4660765716752369, -1.832595714594046, 139.63871481428052, 35.616140593661626, 108.9896546055593]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.4660765716752369, -1.5707963267948966, 56.52408449233882, 155.50359731737376, 22.826945003731986].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.4660765716752369, -1.5707963267948966, 56.52408449233882, 155.50359731737376, 22.826945003731986].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.4660765716752369, -1.5707963267948966, 56.52408449233882, 155.50359731737376, 22.826945003731986].png","[9.42477796076938, -1.4660765716752369, -1.5707963267948966, 56.52408449233882, 155.50359731737376, 22.826945003731986]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.4660765716752369, -1.308996938995747, 84.60375309730465, 47.796446794741854, 109.97298663399017].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.4660765716752369, -1.308996938995747, 84.60375309730465, 47.796446794741854, 109.97298663399017].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.4660765716752369, -1.308996938995747, 84.60375309730465, 47.796446794741854, 109.97298663399017].png","[9.42477796076938, -1.4660765716752369, -1.308996938995747, 84.60375309730465, 47.796446794741854, 109.97298663399017]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.4660765716752369, 2.0, 15.598480657153047, 168.14484411664546, 7.835391416494206].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.4660765716752369, 2.0, 15.598480657153047, 168.14484411664546, 7.835391416494206].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.4660765716752369, 2.0, 15.598480657153047, 168.14484411664546, 7.835391416494206].png","[9.42477796076938, -1.4660765716752369, 2.0, 15.598480657153047, 168.14484411664546, 7.835391416494206]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.4660765716752369, 2.0943951023931953, 140.0343101974379, 121.59826720218503, 28.848482413049087].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.4660765716752369, 2.0943951023931953, 140.0343101974379, 121.59826720218503, 28.848482413049087].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.4660765716752369, 2.0943951023931953, 140.0343101974379, 121.59826720218503, 28.848482413049087].png","[9.42477796076938, -1.4660765716752369, 2.0943951023931953, 140.0343101974379, 121.59826720218503, 28.848482413049087]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.4660765716752369, 1.832595714594046, 129.344249412918, 90.50272232056827, 62.404004316208436].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.4660765716752369, 1.832595714594046, 129.344249412918, 90.50272232056827, 62.404004316208436].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.4660765716752369, 1.832595714594046, 129.344249412918, 90.50272232056827, 62.404004316208436].png","[9.42477796076938, -1.4660765716752369, 1.832595714594046, 129.344249412918, 90.50272232056827, 62.404004316208436]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.4660765716752369, 1.5707963267948966, 59.87380971114175, 138.7796542847753, 37.881786146462694].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.4660765716752369, 1.5707963267948966, 59.87380971114175, 138.7796542847753, 37.881786146462694].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.4660765716752369, 1.5707963267948966, 59.87380971114175, 138.7796542847753, 37.881786146462694].png","[9.42477796076938, -1.4660765716752369, 1.5707963267948966, 59.87380971114175, 138.7796542847753, 37.881786146462694]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.4660765716752369, 1.308996938995747, 53.089109565218855, 48.7733802641797, 48.293123441209204].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.4660765716752369, 1.308996938995747, 53.089109565218855, 48.7733802641797, 48.293123441209204].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.4660765716752369, 1.308996938995747, 53.089109565218855, 48.7733802641797, 48.293123441209204].png","[9.42477796076938, -1.4660765716752369, 1.308996938995747, 53.089109565218855, 48.7733802641797, 48.293123441209204]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.2566370614359172, -2.0, 20.91502553965342, 75.42366380634418, 143.79877559446487].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.2566370614359172, -2.0, 20.91502553965342, 75.42366380634418, 143.79877559446487].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.2566370614359172, -2.0, 20.91502553965342, 75.42366380634418, 143.79877559446487].png","[9.42477796076938, -1.2566370614359172, -2.0, 20.91502553965342, 75.42366380634418, 143.79877559446487]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.2566370614359172, -2.0943951023931953, 73.49290786106171, 85.10528814953041, 173.71887200524677].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.2566370614359172, -2.0943951023931953, 73.49290786106171, 85.10528814953041, 173.71887200524677].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.2566370614359172, -2.0943951023931953, 73.49290786106171, 85.10528814953041, 173.71887200524677].png","[9.42477796076938, -1.2566370614359172, -2.0943951023931953, 73.49290786106171, 85.10528814953041, 173.71887200524677]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.2566370614359172, -1.832595714594046, 174.24529150415356, 94.62253489726494, 86.84257427764368].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.2566370614359172, -1.832595714594046, 174.24529150415356, 94.62253489726494, 86.84257427764368].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.2566370614359172, -1.832595714594046, 174.24529150415356, 94.62253489726494, 86.84257427764368].png","[9.42477796076938, -1.2566370614359172, -1.832595714594046, 174.24529150415356, 94.62253489726494, 86.84257427764368]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.2566370614359172, -1.5707963267948966, 148.04308032569136, 12.16014925226885, 114.66572780221959].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.2566370614359172, -1.5707963267948966, 148.04308032569136, 12.16014925226885, 114.66572780221959].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.2566370614359172, -1.5707963267948966, 148.04308032569136, 12.16014925226885, 114.66572780221959].png","[9.42477796076938, -1.2566370614359172, -1.5707963267948966, 148.04308032569136, 12.16014925226885, 114.66572780221959]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.2566370614359172, -1.308996938995747, 5.318286444189095, 145.96219134006265, 68.18012253049625].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.2566370614359172, -1.308996938995747, 5.318286444189095, 145.96219134006265, 68.18012253049625].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.2566370614359172, -1.308996938995747, 5.318286444189095, 145.96219134006265, 68.18012253049625].png","[9.42477796076938, -1.2566370614359172, -1.308996938995747, 5.318286444189095, 145.96219134006265, 68.18012253049625]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.2566370614359172, 2.0, 72.07136308752166, 91.70189092296101, 11.9606120916247].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.2566370614359172, 2.0, 72.07136308752166, 91.70189092296101, 11.9606120916247].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.2566370614359172, 2.0, 72.07136308752166, 91.70189092296101, 11.9606120916247].png","[9.42477796076938, -1.2566370614359172, 2.0, 72.07136308752166, 91.70189092296101, 11.9606120916247]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.2566370614359172, 2.0943951023931953, 96.3896995657749, 112.35685213940475, 37.554919776283995].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.2566370614359172, 2.0943951023931953, 96.3896995657749, 112.35685213940475, 37.554919776283995].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.2566370614359172, 2.0943951023931953, 96.3896995657749, 112.35685213940475, 37.554919776283995].png","[9.42477796076938, -1.2566370614359172, 2.0943951023931953, 96.3896995657749, 112.35685213940475, 37.554919776283995]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.2566370614359172, 1.832595714594046, 158.7796786925066, 46.00390751696725, 12.03942915776228].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.2566370614359172, 1.832595714594046, 158.7796786925066, 46.00390751696725, 12.03942915776228].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.2566370614359172, 1.832595714594046, 158.7796786925066, 46.00390751696725, 12.03942915776228].png","[9.42477796076938, -1.2566370614359172, 1.832595714594046, 158.7796786925066, 46.00390751696725, 12.03942915776228]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.2566370614359172, 1.5707963267948966, 26.92293853256284, 111.55636297273612, 115.81708616532734].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.2566370614359172, 1.5707963267948966, 26.92293853256284, 111.55636297273612, 115.81708616532734].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.2566370614359172, 1.5707963267948966, 26.92293853256284, 111.55636297273612, 115.81708616532734].png","[9.42477796076938, -1.2566370614359172, 1.5707963267948966, 26.92293853256284, 111.55636297273612, 115.81708616532734]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.2566370614359172, 1.308996938995747, 64.43282972445147, 154.54812321432408, 171.3011398371543].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.2566370614359172, 1.308996938995747, 64.43282972445147, 154.54812321432408, 171.3011398371543].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.2566370614359172, 1.308996938995747, 64.43282972445147, 154.54812321432408, 171.3011398371543].png","[9.42477796076938, -1.2566370614359172, 1.308996938995747, 64.43282972445147, 154.54812321432408, 171.3011398371543]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.0471975511965979, -2.0, 11.421849547297331, 87.94887945173936, 18.02751030300295].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.0471975511965979, -2.0, 11.421849547297331, 87.94887945173936, 18.02751030300295].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.0471975511965979, -2.0, 11.421849547297331, 87.94887945173936, 18.02751030300295].png","[9.42477796076938, -1.0471975511965979, -2.0, 11.421849547297331, 87.94887945173936, 18.02751030300295]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.0471975511965979, -2.0943951023931953, 129.45148545370728, 135.3930251609795, 101.36736977688236].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.0471975511965979, -2.0943951023931953, 129.45148545370728, 135.3930251609795, 101.36736977688236].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.0471975511965979, -2.0943951023931953, 129.45148545370728, 135.3930251609795, 101.36736977688236].png","[9.42477796076938, -1.0471975511965979, -2.0943951023931953, 129.45148545370728, 135.3930251609795, 101.36736977688236]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.0471975511965979, -1.832595714594046, 162.45553646358132, 86.6858068637112, 155.5770874586179].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.0471975511965979, -1.832595714594046, 162.45553646358132, 86.6858068637112, 155.5770874586179].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.0471975511965979, -1.832595714594046, 162.45553646358132, 86.6858068637112, 155.5770874586179].png","[9.42477796076938, -1.0471975511965979, -1.832595714594046, 162.45553646358132, 86.6858068637112, 155.5770874586179]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.0471975511965979, -1.5707963267948966, 152.30494327364514, 6.410763815980472, 156.97028910994948].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.0471975511965979, -1.5707963267948966, 152.30494327364514, 6.410763815980472, 156.97028910994948].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.0471975511965979, -1.5707963267948966, 152.30494327364514, 6.410763815980472, 156.97028910994948].png","[9.42477796076938, -1.0471975511965979, -1.5707963267948966, 152.30494327364514, 6.410763815980472, 156.97028910994948]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.0471975511965979, -1.308996938995747, 2.632891485333231, 7.649984077039367, 62.08465057333633].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.0471975511965979, -1.308996938995747, 2.632891485333231, 7.649984077039367, 62.08465057333633].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.0471975511965979, -1.308996938995747, 2.632891485333231, 7.649984077039367, 62.08465057333633].png","[9.42477796076938, -1.0471975511965979, -1.308996938995747, 2.632891485333231, 7.649984077039367, 62.08465057333633]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.0471975511965979, 2.0, 141.74862682909972, 74.53195982723683, 16.13536083846228].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.0471975511965979, 2.0, 141.74862682909972, 74.53195982723683, 16.13536083846228].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.0471975511965979, 2.0, 141.74862682909972, 74.53195982723683, 16.13536083846228].png","[9.42477796076938, -1.0471975511965979, 2.0, 141.74862682909972, 74.53195982723683, 16.13536083846228]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.0471975511965979, 2.0943951023931953, 120.1416831386654, 122.46262573463882, 160.52852571292152].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.0471975511965979, 2.0943951023931953, 120.1416831386654, 122.46262573463882, 160.52852571292152].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.0471975511965979, 2.0943951023931953, 120.1416831386654, 122.46262573463882, 160.52852571292152].png","[9.42477796076938, -1.0471975511965979, 2.0943951023931953, 120.1416831386654, 122.46262573463882, 160.52852571292152]"
"/home/ko/ur_ws/src/vision/Datos/capturas/raw/img_[9.42477796076938, -1.0471975511965979, 1.832595714594046, 135.05531153392496, 151.06487349660446, 54.92814137060609].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw1/img_[9.42477796076938, -1.0471975511965979, 1.832595714594046, 135.05531153392496, 151.06487349660446, 54.92814137060609].png","/home/ko/ur_ws/src/vision/Datos/capturas/raw2/img_[9.42477796076938, -1.0471975511965979, 1.832595714594046, 135.05531153392496, 151.06487349660446, 54.92814137060609].png","[9.42477796076938, -1.0471975511965979, 1.832595714594046, 135.05531153392496, 151.06487349660446, 54.92814137060609]"
